"Name","First Name","Last Name","Title / Role","Email","Phone","Website","Address","City","State","Country","Industry","Description","LinkedIn","Twitter / X","Facebook","Instagram","Year Founded","Employees","Revenue","Source URL","Notes","Region","Services","Accreditations","Latitude","Longitude","Last Verified"
"Cablefrog Electrical t/a PV Plus Ltd","N/A","N/A","N/A","N/A","N/A","N/A","Unit 3 Radcliffe Road, Southampton","Southampton","N/A","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","N/A","Commercial; Residential","OZEV authorised","50.909874655555555","-1.3911686277777775","2026-05-18"
"Cadi Electrics Ltd","N/A","N/A","N/A","info@cadielectricsltd.com","07598 407477","https://www.cadielectricsltd.com","1st Cash's Buisness Centre, 228 Widdrington Road, Coventry","Coventry","West Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","West Midlands","Commercial; Residential","OZEV authorised","52.42142979999996","-1.5080633000000014","2026-05-18"
"Cameron Blair Electrical","N/A","N/A","N/A","cameronblair@hotmail.co.uk","07703 534082","N/A","16 Climie Place, Kilmarnock","Kilmarnock","Scotland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial; Residential","OZEV authorised","55.608588734782614","-4.48294516521739","2026-05-18"
"Cape Electrical & Mechanical Ltd","N/A","N/A","N/A","ross.foley@cape-em.co.uk","01708733900 / 07702499667","https://www.cape-em.co.uk","89 Albert Road Romford, Essex","Essex","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.573475071428575","0.19070169714285715","2026-05-18"
"Capital City Electrical Ltd","N/A","N/A","N/A","N/A","N/A","N/A","131 Gilmore Place, Edinburgh","Edinburgh","Scotland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial; Residential","OZEV authorised","55.939876384090915","-3.2112471000000014","2026-05-18"
"Cargill Property Maintenance Ltd","N/A","N/A","N/A","N/A","N/A","N/A","81 Main Street, Holytown, Motherwell","Motherwell","Scotland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial; Residential","OZEV authorised","55.82227854626865","-3.9725748865671653","2026-05-18"
"Carson Roberts M&E Ltd","N/A","N/A","N/A","info@carsonroberts.co.uk","03301 005414","https://www.carsonroberts.co.uk","20 Park Avenue,, Chelmsford","Chelmsford","East of England","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East of England","Commercial; Residential","OZEV authorised","51.740890150000006","0.4565732291666667","2026-05-18"
"Carter Electrical Contracting","N/A","N/A","N/A","carterelec@outlook.com","07843 672120","https://www.carterelectricalcontracting.co.uk","16 Sibell Street, Chester","Chester","North West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North West","Commercial; Residential","OZEV authorised","53.1964257057143","-2.8831652857142855","2026-05-18"
"Carter Electrical Installation Ltd","N/A","N/A","N/A","admin@carter-electrical.co.uk","01189 677033","https://www.carter-electrical.co.uk","36A Howard Street, Reading","Reading","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.45398605000001","-0.9792341595238095","2026-05-18"
"Carter Sustainable Construction Ltd","N/A","N/A","N/A","anthonym@cartersc.co.uk","07557 769405","N/A","29 Crosby Yard, Bridgend","Bridgend","Wales","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Wales","Commercial; Residential","OZEV authorised","51.51457314102564","-3.580799430769231","2026-05-18"
"Cathedral Elecrical Contractors Ltd","N/A","N/A","N/A","N/A","N/A","N/A","86 Heaton Road, Canterbury","Canterbury","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.26983046363637","1.075305759090909","2026-05-18"
"Caversham Electrical","N/A","N/A","N/A","info@cavershamelectrical.co.uk","07432 273805","N/A","9 Valley Close, Caversham","Caversham","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.477576309999996","-0.97829259","2026-05-18"
"CB1 Electrical Limited","N/A","N/A","N/A","info@cb1group.co.uk","01223 927019","https://www.cb1group.co.uk","121 Hemingford Road, Cambridge","Cambridge","East of England","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East of England","Commercial; Residential","OZEV authorised","52.19905989846155","0.14911152307692305","2026-05-18"
"CC Cousins Ltd","N/A","N/A","N/A","jacob@cc-cousins.co.uk","07823 526021","https://www.cc-cousins.co.uk","Eagle House, Sir Thomas Longley Road, Rochester","Rochester","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.39107383684211","0.5149929105263159","2026-05-18"
"CD Services Electrical Ltd","N/A","N/A","N/A","N/A","N/A","N/A","Eagle Iron Works, Bromley Street, Hull","Hull","Yorkshire & Humber","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Yorkshire & Humber","Commercial; Residential","OZEV authorised","53.75336517999999","-0.33328862666666664","2026-05-18"
"Celtic Process Control Ltd","N/A","N/A","N/A","ross.davies@celticprocesscontrol.co.uk","01633 280482","https://www.celticprocesscontrol.co.uk","Langland Way, Reevesland Industrial Estate, Newport","Newport","Wales","United Kingdom","EV chargepoint installation","Commercial installations only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Wales","Commercial","OZEV authorised","51.57258333999998","-2.9640420485714287","2026-05-18"
"Centre Great Ltd","N/A","N/A","N/A","info@centregreat.net","01656 650481","https://www.centregreat.co.uk","11 12 Wyndham Close, Brackla Industrial Estate, Brackla, Bridgend","Bridgend","Wales","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Wales","Commercial; Residential","OZEV authorised","51.51828846666666","-3.5576103999999997","2026-05-18"
"Certified Electricians London Ltd","N/A","N/A","N/A","info@certifiedelectricians.london","02036677195 / 07951966439","https://www.certifiedelectricians.london","FLat 5, 72 Ferry Street, London","London","London","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","London","Commercial; Residential","OZEV authorised","51.487378068181826","-0.010380472727272728","2026-05-18"
"Chalfont Electrical Services Ltd","N/A","N/A","N/A","sales@chal-lec.co.uk","02088 961174","https://www.chal-lec.co.uk","7 Bentinck Street, London","London","London","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","London","Commercial; Residential","OZEV authorised","51.517252200000016","-0.15016929999999998","2026-05-18"
"Chancery Contracts Ltd","N/A","N/A","N/A","N/A","N/A","N/A","21 Merridale Lane, Claverley, Wolverhampton","Wolverhampton","West Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","West Midlands","Commercial; Residential","OZEV authorised","52.58484115903612","-2.148010036144579","2026-05-18"
"Charged Electric Vehicles Limited t/a ChargedEV","N/A","N/A","N/A","homecharge@chargedev.co.uk","03300 431851","https://www.chargedev.co.uk","Northgate Centre, Lingfield Way,, Darlington","Darlington","North East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North East","Commercial; Residential","OZEV authorised","54.52315067058824","-1.5129231941176469","2026-05-18"
"ChargePoint","N/A","N/A","N/A","N/A","N/A","N/A","First Floor, 100 Victoria Embankment,, London","London","London","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","London","Commercial; Residential","OZEV authorised","51.511575","-0.104916","2026-05-18"
"ChargePro Leads Ltd","N/A","N/A","N/A","N/A","N/A","N/A","28 Whetley Lane, Bradford","Bradford","Yorkshire & Humber","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Yorkshire & Humber","Commercial; Residential","OZEV authorised","53.799865166666656","-1.784078658333333","2026-05-18"
"Chris Brown Electrical Ltd","N/A","N/A","N/A","N/A","N/A","N/A","Bahama, Parkwood Road, Nutfield, Surrey","Surrey","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.23909126363637","-0.13400445454545454","2026-05-18"
"Chris Larkham","N/A","N/A","N/A","chris300zxlarkham@hotmail.com","07976 818756","N/A","Sylvian, Martinstown, Dorchester","Dorchester","West Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","West Midlands","Commercial; Residential","OZEV authorised","53.02082088888889","-2.149155622222222","2026-05-18"
"Christchurch Power and Lighting Ltd","N/A","N/A","N/A","info@christchurchpl.co.uk","07725 914815","https://www.christchurchpl.co.uk","25 Gainsborough Road, Ipswich","Ipswich","East of England","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East of England","Commercial; Residential","OZEV authorised","52.06564856818181","1.1627322727272726","2026-05-18"
"Circlefire Ltd","N/A","N/A","N/A","N/A","01733 459169","https://www.circlefire.co.uk","Unit 1, Treelyn Park, Welbeck Way, Peterborough","Peterborough","East of England","United Kingdom","EV chargepoint installation","Commercial installations only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East of England","Commercial","OZEV authorised","52.55898826","-0.26290176","2026-05-18"
"Circuit Link Electrical","N/A","N/A","N/A","Contact@circuitlinkelectrical.co.uk","07931 539812","https://www.circuitlinkelectrical.co.uk","32 Harefield Road, Luton","Luton","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.88273163541667","-0.44752165833333324","2026-05-18"
